  -2.9416727e+00   7.1004287e+00  -2.4675519e+00
   6.3514078e+00   5.6242532e+00   1.3380105e+00
  -3.2651972e+00   5.8543553e+00  -5.7125068e-01
  -3.2422429e+00   1.0257643e+01  -1.5148626e+00
   4.6958982e+00   3.3920992e+00  -3.2034756e+00
  -2.2257004e+00   6.1089084e+00   1.3420242e+00
  -2.5935023e+00   4.1256919e+00   9.9131059e-01
  -2.6138263e+00   7.4175618e+00  -3.0282723e+00
  -3.8790329e+00  -1.2598168e+00   7.3806021e+00
  -3.7000799e+00   7.5083963e-02  -9.9763657e+00
   5.7362261e+00   8.4426587e+00   3.7710003e+00
   8.5090973e-01   1.0511723e+00  -4.8127410e+00
  -3.2729667e+00   6.7287697e+00  -6.4250664e-01
   1.9218014e+00   2.3279177e+00   7.3512253e+00
   6.1602592e+00   5.8164350e+00  -5.8708142e-01
  -8.7128094e-01   6.2595303e+00   1.8195312e+00
  -2.6746636e+00  -7.9478333e-01  -2.9393266e+00
  -3.0951888e+00   1.6545854e+00   1.3465210e-01
   3.4978754e+00   5.5881902e+00  -4.1332794e+00
  -3.0126614e+00  -7.5904877e-02  -2.3084785e+00
  -3.1211169e-01   7.3357880e+00   1.7220394e+00
   4.2450260e+00   4.8176404e-01  -3.6176347e+00
   3.3651120e+00   7.2447458e+00  -4.2067495e+00
   2.0936378e-01  -1.3227897e+00  -4.7518103e+00
  -2.6217975e+00   3.4082132e+00   9.5788995e-01
  -8.3545637e+00   3.3398469e+00   3.4381807e+00
  -3.2263460e+00   1.3680449e+01  -1.6034485e+00
  -2.6093271e+00   4.6733274e+00   9.7275721e-01
  -2.1463323e+00   8.7133955e+00  -3.5775601e+00
  -2.5918647e+00   3.5214261e+00   9.9321098e-01
   5.8398650e+00   3.2684125e+00  -1.5056984e+00
   3.6711209e+00   7.7374499e+00  -4.0297629e+00
  -3.2858115e+00   6.3261149e-02   7.5815345e+00
   2.0560346e-01   5.5963538e+00   7.8250118e+00
  -3.0891595e+00   3.1393603e+00  -2.1095653e+00
   5.3335125e+00   4.2497670e+00  -2.4206584e+00
   2.2269305e+00   7.1598122e+00   7.2190897e+00
  -4.7704036e-01  -1.0207058e+00   1.7708105e+00
  -1.7717781e+00   9.8963773e+00   1.6201671e+00
  -5.6847784e-01   1.7904167e-01  -4.5528153e+00
   1.7339395e+00   5.0521025e+00  -4.7557732e+00
  -2.2901308e+00   5.4122688e+00  -3.4291649e+00
   1.2941771e+00   5.2035649e+00  -4.8042629e+00
   6.3196557e+00   7.8212549e+00   1.7145811e+00
  -1.8318147e+00   8.6689960e+00  -3.8558811e+00
  -2.2518033e+00  -2.5716738e-01  -3.4702205e+00
  -2.3181254e+00   5.9626046e+00   1.2665243e+00
  -3.0466067e+00   3.0063029e+00  -2.2244391e+00
  -9.3053988e+00  -2.3231083e+00   7.9632107e-01
  -1.9216849e+00   5.1414299e+00   1.5436033e+00
  -9.1888640e+00   2.1329540e+00  -3.3251207e+00
  -2.6971176e+00   6.5734545e+00   7.7327094e+00
   2.4574522e+00   8.5808814e+00  -4.5874219e+00
  -6.8763024e+00   3.9116661e+00   5.4223969e+00
  -1.4928173e+00   5.0374031e+00  -4.0998765e+00
   5.8619995e+00   4.3104146e+00  -1.4550507e+00
   6.2560891e+00  -1.8393477e-01  -1.5719592e-01
  -3.2788809e+00   1.0239575e+01  -1.2112618e+00
  -3.2736854e+00   2.2027085e+00  -1.2727246e+00
   4.8427558e+00   4.5876016e+00  -3.0469990e+00
   1.5465267e+00   5.2853840e+00  -4.7813269e+00
   4.2008756e+00   3.4548247e+00  -3.6535156e+00
   4.7598049e+00   9.2930616e+00  -3.1368504e+00
   2.6749664e+00   4.4532124e+00   6.9946684e+00
  -1.7719577e+00   2.2317515e+00   1.6200835e+00
   5.5093908e+00   3.1618631e+00   4.2138310e+00
   6.3326851e+00   9.4191276e-01   3.8989519e-01
   8.3149887e-01   7.3025694e+00  -4.8121808e+00
  -1.1762070e+00   8.5876547e+00  -4.2860983e+00
   4.3278266e-01   3.7981074e+00   1.1221303e+00
   5.6877945e+00   3.9061621e+00  -1.8234721e+00
   4.8055398e-01   2.2899265e+00   1.0256271e+00
  -2.5210596e+00   1.0409284e+01  -3.1544915e+00
  -1.4815941e+00   3.4710509e+00   1.7312236e+00
  -8.7059470e-01   6.6114066e+00   7.9157924e+00
   5.5758157e-01   6.7030198e+00   5.7616301e-01
  -3.1382782e+00   5.1615707e+00  -1.9593772e+00
   5.0637869e-01   1.0380648e+01  -4.7910055e+00
  -2.9954315e+00   5.5776477e-01   3.7110128e-01
  -5.8721287e+00   5.6000716e+00   6.2900452e+00
   1.0447945e+00   3.6298235e+00   7.6471544e+00
   3.6310323e+00   2.6362886e+00  -4.0545096e+00
  -2.5133614e+00   4.0387835e+00  -3.1645054e+00
  -2.5064901e+00   8.1502048e+00   1.0874831e+00
   2.8696240e+00   9.6551632e+00  -4.4395203e+00
  -3.1401502e+00   6.6805641e+00   4.5194387e-03
  -3.2860685e+00   9.2101509e+00  -8.3672869e-01
   5.8073876e+00   4.6421597e+00  -1.5777847e+00
  -3.1184899e+00   6.7017177e+00  -2.0225935e+00
  -8.7545511e+00   1.4476084e+00   2.6092484e+00
   5.5119943e+00   9.6293201e+00   4.2091696e+00
   5.6000583e-01   6.7889856e+00   6.0965113e-01
   6.2388346e+00   3.0268624e+00  -2.4646448e-01
  -2.2561681e+00   1.1814574e+01  -3.4656026e+00
  -3.2029526e+00   8.0260117e+00  -2.2135418e-01
   6.3504125e+00   9.9969723e+00   1.3557193e+00
  -3.2803268e+00   2.8996106e+00  -7.3011896e-01
  -1.2775876e+00   7.4163540e+00  -4.2303877e+00
   5.5386945e+00   5.3904424e+00  -2.0948072e+00
  -2.7211001e+00   7.7861343e+00  -2.8676601e+00
   4.3208000e-01   9.4383511e+00   2.3024244e-01
  -3.2542980e+00   4.2315394e+00  -1.4367794e+00
  -2.7070921e+00   2.0937282e+00   8.4992027e-01
  -2.1034665e+00   3.1161570e+00   1.4311455e+00
   5.9456867e+00   7.9315614e+00  -1.2508255e+00
   3.6788687e+00   6.5633936e+00  -4.0249240e+00
  -2.0951448e+00   6.9492837e+00  -3.6268890e+00
